source_dataset,agency_name,transition_year,source_pdf,source_page,source_table,sec,contract_number,contractor_name,award_date_raw,start_date_raw,end_date_raw,amount_raw,amount_numeric,service_type,comments,base_contract_number,contract_suffix
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,7,1,157,2023-001867,The Trustee of Columbia University in the City New York,25 abril 23,25 abril 23,30 diciembre 23,"$ 381,364.00",381364.0,Servicios de adiestramiento y capacitación,,2023-001867,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,7,1,158,2023-001867-A,The Trustee of Columbia University in the City New York,29 diciembre 23,29 diciembre 23,30 septiembre 24,$ -,,Servicios de adiestramiento y capacitación,,2023-001867,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,7,1,159,2023-001867-B,The Trustee of Columbia University in the City New York,11 abril 24,11 abril 24,30 diciembre 24,$ -,,Servicios de adiestramiento y capacitación,,2023-001867,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,7,1,160,2023-001891,Facsimile Paper Connection Inc,5 mayo 23,5 mayo 23,4 mayo 28,"$ 668,018.70",668018.7,Arrendamiento de máquinas multifuncionales,,2023-001891,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,7,1,161,2024-000051,Municipio de Aguadilla,3 julio 23,3 julio 23,30 junio 24,"$ 2,708,599.00",2708599.0,Transferencia de Fondos,,2024-000051,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,7,1,162,2024-000051-A,Municipio de Aguadilla,9 noviembre 23,9 noviembre 23,30 junio 24,"$ 666,126.00",666126.0,Transferencia de Fondos,,2024-000051,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,163,2024-000051-B,Municipio de Aguadilla,18 diciembre 23,18 diciembre 23,30 junio 24,$ -,,Transferencia de Fondos,,2024-000051,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,164,2024-000051-C,Municipio de Aguadilla,28 diciembre 23,28 diciembre 23,30 junio 24,"$ 2,214,287.00",2214287.0,Transferencia de Fondos,,2024-000051,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,165,2024-000051-D,Municipio de Aguadilla,1 abril 24,1 abril 24,30 septiembre 24,$ -,,Transferencia de Fondos,,2024-000051,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,166,2024-000051-E,Municipio de Aguadilla,26 junio 24,26 junio 24,30 septiembre 24,$ -,,Transferencia de Fondos,,2024-000051,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,167,2024-000051-F,Municipio de Aguadilla,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000051,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,168,2024-000051-G,Municipio de Aguadilla,29 agosto 24,29 agosto 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000051,G
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,169,2024-000052,Municipio de Cayey,3 julio 23,3 julio 23,30 junio 24,"$ 2,668,515.00",2668515.0,Transferencia de Fondos,,2024-000052,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,170,2024-000052-A,Municipio de Cayey,18 octubre 23,18 octubre 23,30 junio 24,"$ 672,618.00",672618.0,Transferencia de Fondos,,2024-000052,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,171,2024-000052-B,Municipio de Cayey,28 diciembre 23,28 diciembre 23,30 junio 24,$ -,,Transferencia de Fondos,,2024-000052,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,172,2024-000052-C,Municipio de Cayey,1 marzo 24,1 marzo 24,30 septiembre 24,"$ 1,486,408.00",1486408.0,Transferencia de Fondos,,2024-000052,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,173,2024-000052-D,Municipio de Cayey,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000052,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,174,2024-000052-E,Municipio de Cayey,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000052,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,175,2024-000052-F,Municipio de Cayey,29 agosto 24,29 agosto 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000052,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,176,2024-000053,Municipio de Dorado,3 julio 23,3 julio 23,30 junio 24,"$ 2,998,509.00",2998509.0,Transferencia de Fondos,,2024-000053,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,177,2024-000053-A,Municipio de Dorado,20 octubre 23,20 octubre 23,30 junio 24,"$ 423,050.05",423050.05,Transferencia de Fondos,,2024-000053,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,178,2024-000053-B,Municipio de Dorado,18 diciembre 23,18 diciembre 23,30 junio 24,$ -,,Transferencia de Fondos,,2024-000053,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,179,2024-000053-C,Municipio de Dorado,1 marzo 24,1 marzo 24,30 junio 24,"$ 1,499,261.00",1499261.0,Transferencia de Fondos,,2024-000053,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,180,2024-000053-D,Municipio de Dorado,21 junio 24,21 junio 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000053,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,181,2024-000053-E,Municipio de Dorado,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000053,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,182,2024-000053-F,Municipio de Dorado,29 agosto 24,29 agosto 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000053,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,183,2024-000054,Municipio de Fajardo,3 julio 23,3 julio 23,30 junio 24,"$ 2,589,353.00",2589353.0,Transferencia de Fondos,,2024-000054,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,184,2024-000054-A,Municipio de Fajardo,18 septiembre 24,18 septiembre 24,30 junio 24,"$ 592,040.25",592040.25,Transferencia de Fondos,,2024-000054,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,185,2024-000054-B,Municipio de Fajardo,23 enero 24,23 enero 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000054,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,186,2024-000054-C,Municipio de Fajardo,1 marzo 24,1 marzo 24,30 junio 24,"$ 1,294,681.00",1294681.0,Transferencia de Fondos,,2024-000054,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,187,2024-000054-D,Municipio de Fajardo,18 abril 24,18 abril 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000054,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,8,1,188,2024-000054-E,Municipio de Fajardo,21 junio 24,21 junio 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000054,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,189,2024-000054-F,Municipio de Fajardo,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000054,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,190,2024-000054-G,Municipio de Fajardo,23 agosto 24,23 agosto 24,31 diciembre 24,"$ 86,782.00",86782.0,Transferencia de Fondos,,2024-000054,G
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,191,2024-000055,Fundación para el Desarrollo del Hogar Propio Inc,6 julio 23,6 julio 23,30 junio 24,"$ 2,622,561.00",2622561.0,Transferencia de Fondos,,2024-000055,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,192,2024-000055-A,Fundación para el Desarrollo del Hogar Propio Inc,27 septiembre 23,27 septiembre 23,30 junio 24,"$ 526,302.00",526302.0,Transferencia de Fondos,,2024-000055,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,193,2024-000055-B,Fundación para el Desarrollo del Hogar Propio Inc,26 enero 24,26 enero 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000055,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,194,2024-000055-C,Fundación para el Desarrollo del Hogar Propio Inc,1 marzo 24,1 marzo 24,30 junio 24,"$ 1,373,686.00",1373686.0,Transferencia de Fondos,,2024-000055,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,195,2024-000055-D,Fundación para el Desarrollo del Hogar Propio Inc,24 junio 24,24 junio 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000055,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,196,2024-000055-E,Fundación para el Desarrollo del Hogar Propio Inc,28 junio 24,28 junio 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000055,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,197,2024-000056,Municipio de Juana Díaz,3 julio 23,3 julio 23,30 junio 24,"$ 1,846,528.00",1846528.0,Transferencia de Fondos,,2024-000056,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,198,2024-000056-A,Municipio de Juana Díaz,19 septiembre 24,19 septiembre 24,30 junio 24,"$ 574,227.00",574227.0,Transferencia de Fondos,,2024-000056,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,199,2024-000056-B,Municipio de Juana Díaz,18 diciembre 23,18 diciembre 23,30 junio 24,$ -,,Transferencia de Fondos,,2024-000056,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,200,2024-000056-C,Municipio de Juana Díaz,1 marzo 24,1 marzo 24,30 junio 24,"$ 2,217,838.00",2217838.0,Transferencia de Fondos,,2024-000056,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,201,2024-000056-D,Municipio de Juana Díaz,21 mayo 24,21 mayo 24,30 junio 24,"$ 748,438.00",748438.0,Transferencia de Fondos,,2024-000056,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,202,2024-000056-E,Municipio de Juana Díaz,28 junio 24,28 junio 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000056,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,203,2024-000056-F,Municipio de Juana Díaz,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000056,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,204,2024-000056-G,Municipio de Juana Díaz,29 agosto 24,29 agosto 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000056,G
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,205,2024-000057,Municipio de Sabana Grande,3 julio 23,3 julio 23,30 junio 24,"$ 2,914,324.00",2914324.0,Transferencia de Fondos,,2024-000057,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,206,2024-000057-A,Municipio de Sabana Grande,11 septiembre 23,11 septiembre 23,30 junio 24,"$ 320,631.00",320631.0,Transferencia de Fondos,,2024-000057,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,207,2024-000057-B,Municipio de Sabana Grande,23 enero 24,23 enero 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000057,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,208,2024-000057-C,Municipio de Sabana Grande,1 marzo 24,1 maro,30 junio 24,"$ 1,580,775.00",1580775.0,Transferencia de Fondos,,2024-000057,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,209,2024-000057-D,Municipio de Sabana Grande,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000057,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,210,2024-000057-E,Municipio de Sabana Grande,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000057,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,9,1,211,2024-000057-F,Municipio de Sabana Grande,23 agosto 24,23 agosto 23,31 diciembre 24,"$ 21,240.00",21240.0,Transferencia de Fondos,,2024-000057,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,212,2024-000059,Municipio de Vega Baja,3 julio 23,3 julio 23,30 junio 24,"$ 2,565,214.00",2565214.0,Transferencia de Fondos,,2024-000059,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,213,2024-000059-A,Municipio de Vega Baja,8 diciembre 23,8 diciembre 23,30 junio 24,"$ 639,430.65",639430.65,Transferencia de Fondos,,2024-000059,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,214,2024-000059-B,Municipio de Vega Baja,18 diciembre 23,18 diciembre 23,30 junio 24,$ -,,Transferencia de Fondos,,2024-000059,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,215,2024-000059-C,Municipio de Vega Baja,1 marzo 24,1 marzo 24,30 junio 24,"$ 2,211,081.00",2211081.0,Transferencia de Fondos,,2024-000059,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,216,2024-000059-D,Municipio de Vega Baja,21 junio 24,21 junio 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000059,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,217,2024-000059-E,Municipio de Vega Baja,28 junio 24,28 junio 24,29 agosto 24,$ -,,Transferencia de Fondos,,2024-000059,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,218,2024-000059-F,Municipio de Vega Baja,29 agosto 24,29 agosto 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000059,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,219,2024-000060,Municipio de Yabucoa,3 julio 23,3 julio 23,30 junio 24,"$ 2,189,266.00",2189266.0,Transferencia de Fondos,,2024-000060,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,220,2024-000060-A,Municipio de Yabucoa,11 septiembre 23,11 septiembre 23,30 junio 24,"$ 300,656.00",300656.0,Transferencia de Fondos,,2024-000060,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,221,2024-000060-B,Municipio de Yabucoa,25 septiembre 23,25 septiembre 23,30 junio 24,"$ 910,000.00",910000.0,Transferencia de Fondos,,2024-000060,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,222,2024-000060-C,Municipio de Yabucoa,1 marzo 24,1 marzo 24,30 junio 24,"$ 1,592,904.00",1592904.0,Transferencia de Fondos,,2024-000060,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,223,2024-000060-D,Municipio de Yabucoa,16 abril 24,16 abril 24,30 junio 24,"$ 52,130.00",52130.0,Transferencia de Fondos,,2024-000060,D
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,224,2024-000060-E,Municipio de Yabucoa,18 junio 24,18 junio 24,30 junio 24,$ -,,Transferencia de Fondos,,2024-000060,E
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,225,2024-000060-F,Municipio de Yabucoa,28 junio 24,28 junio 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000060,F
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,226,2024-000072,Rock Solid Technologies Inc.,1 septiembre 23,1 septiembre 23,30 junio 24,"$ 644,720.00",644720.0,Servicios relacionados a Sistema de Información,,2024-000072,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,227,2024-000072-A,Rock Solid Technologies Inc.,28 junio 24,28 junio 24,30 septiembre 24,$ -,,Servicios relacionados a Sistema de Información,,2024-000072,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,228,2024-000072-B,Rock Solid Technologies Inc.,27 agosto 24,27 agosto 24,30 junio 25,"$ 575,720.00",575720.0,Servicios relacionados a Sistema de Información,,2024-000072,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,229,2024-000094,Internet Vision Development (INVID) LLC,12 septiembre 23,12 septiembre 23,30 septiembre 24,"$ 381,605.00",381605.0,Servicios relacionados a Sistema de Información,,2024-000094,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,230,2024-000094-A,Internet Vision Development (INVID) LLC,7 junio 24,7 junio 24,30 septiembre 24,"$ 81,360.00",81360.0,Servicios relacionados a Sistema de Información,,2024-000094,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,10,1,231,2024-000094-B,Internet Vision Development (INVID) LLC,26 septiembre 24,26 septiembre 24,31 diciembre 24,$ -,,Servicios relacionados a Sistema de Información,,2024-000094,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,232,2024-000144,Universidad Interamericana de Puerto Rico Inc (Recinto de San Germán),25 agosto 23,25 agosto 23,30 junio 24,"$ 617,764.84",617764.84,Servicios de adiestramiento y capacitación,,2024-000144,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,233,2024-000144-A,Universidad Interamericana de Puerto Rico Inc (Recinto de San Germán),19 marzo 24,19 marzo 24,31 octubre 24,$ -,,Servicios de adiestramiento y capacitación,,2024-000144,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,234,2024-000144-B,Universidad Interamericana de Puerto Rico Inc (Recinto de San Germán),18 septiembre 24,18 septiembre 24,31 octubre 24,"$ 71,795.80",71795.8,Servicios de adiestramiento y capacitación,,2024-000144,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,235,2024-000154,Autoridad de Edificios Públicos,16 agosto 23,16 agosto 23,30 septiembre 24,"$ 1,149,332.29",1149332.29,Oficinas,,2024-000154,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,236,2024-000154-A,Autoridad de Edificios Públicos,28 septiembre 24,28 septiembre 24,31 diciembre 24,$ -,,Oficinas,,2024-000154,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,237,2024-000472,Stratsol Inc,20 septiembre 23,20 septiembre 23,30 junio 24,"$ 248,500.00",248500.0,Servicios de Monitorías,,2024-000472,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,238,2024-000472-A,Stratsol Inc,16 enero 24,16 enero 24,30 junio 24,"$ 70,500.00",70500.0,Servicios de Monitorías,,2024-000472,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,239,2024-000472-B,Stratsol Inc,28 junio 24,28 junio 24,30 septiembre 24,$ -,,Servicios de Monitorías,,2024-000472,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,240,2024-000472-C,Stratsol Inc,30 septiembre 24,30 septiembre 24,31 diciembre 24,$ -,,Servicios de Monitorías,,2024-000472,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,241,2024-000474,Fondos Unios de Puerto Rico Inc,29 septiembre 23,20 septiembre 23,30 septiembre 24,"$ 4,387,755.00",4387755.0,Transferencia de Fondos,,2024-000474,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,242,2024-000474-A,Fondos Unios de Puerto Rico Inc,28 noviembre 23,20 noviembre 23,30 septiembre 24,$ -,,Transferencia de Fondos,,2024-000474,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,243,2024-000474-B,Fondos Unios de Puerto Rico Inc,8 mayo 24,8 mayo 24,30 septiembre 24,$ -,,Transferencia de Fondos,,2024-000474,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,244,2024-000474-C,Fondos Unios de Puerto Rico Inc,13 agosto 24,13 agosto 24,31 diciembre 24,$ -,,Transferencia de Fondos,,2024-000474,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,245,2024-000478,Manpowergroup Inc.,29 septiembre 23,29 septiembre 24,30 septiembre 24,"$ 802,444.50",802444.5,Servicio de Empleo Temporero,,2024-000478,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,246,2024-000478-A,Manpowergroup Inc.,30 septiembre 23,30 septiembre 23,30 septiembre 24,$ -,,Servicio de Empleo Temporero,,2024-000478,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,247,2024-000478-B,Manpowergroup Inc.,16 abril 24,16 abril 24,30 sepriembre 24,$ -,,Servicio de Empleo Temporero,,2024-000478,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,248,2024-000478-C,Manpowergroup Inc.,6 septiembre 24,6 septiembre 24,30 noviembre 24,$ -,,Servicio de Empleo Temporero,,2024-000478,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,249,2024-000499,Fundación para el Desarrollo del Hogar Propio Incorporado,27 septiembre 23,27 septiembre 23,28 febrero 25,$ -,,Transferencia de Fondos,,2024-000499,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,250,2024-000500,Municipio de Juana Díaz,2 octubre 23,2 octubre 23,28 febrero 25,$ -,,Transferencia de Fondos,,2024-000500,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,11,1,251,2024-000504,JJ Investmentt Group LLC,30 septiembre 23,30 septiembre 23,30 septiembre 24,"$ 450,400.00",450400.0,Servicios de Coordinación y Producción de Eventos,,2024-000504,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,252,2024-000504-A,JJ Investmentt Group LLC,4 abril 24,4 abril 24,30 septiembre 24,$ -,,Servicios de Coordinación y Producción de Eventos,,2024-000504,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,253,2024-000504-B,JJ Investmentt Group LLC,4 junio 24,4 junio 24,30 septiembre 24,$ -,,Servicios de Coordinación y Producción de Eventos,,2024-000504,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,254,2024-000504-C,JJ Investmentt Group LLC,23 septiembre 24,23 septiembre 24,30 octubre 24,$ -,,Servicios de Coordinación y Producción de Eventos,,2024-000504,C
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,255,2024-000509,Carmen Mangual Pérez,27 septiembre 23,27 septiembre 23,30 septiembre 24,"$ 60,000.00",60000.0,Transferencia de Fondos,,2024-000509,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,256,2024-000509-A,Carmen Mangual Pérez,28 mayo 24,28 mayo 24,30 septiembre 24,$ -,,Transferencia de Fondos,,2024-000509,A
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,257,2024-000509-B,Carmen Mangual Pérez,23 agosto 24,23 agosto 24,31 agosto 25,$ -,,Transferencia de Fondos,,2024-000509,B
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,258,2024-000511,Milagros Caballero Román DBA Escuelita D'Fantasía,27 septiembre 23,27 septiembre 23,30 septiembre 24,"$ 82,000.00",82000.0,Transferencia de Fondos,,2024-000511,
ACUDEN_2024,ACUDEN,2024,Informe_Contratos_Vigentes_al_Momento_de_Transicion.pdf,12,1,259,2024-000511-A,Milagros Caballero Román DBA Escuelita D'Fantasía,28 mayo 24,28 mayo 24,30 septiembre 24,$ -,,Transferencia de Fondos,,2024-000511,A
