source_record_id,license_type_raw,institution_name_raw,dba_raw,status_raw,address_raw,phone_raw,approval_date_raw,license_number_raw,nmls_raw,contact_name_raw,crd_raw,depository_raw,source_page,source_url,retrieved_at_utc,geo_municipality_code,geo_municipality_name,geo_county_fips,geo_zip,geo_lat,geo_lon,geo_attribution_source,geo_attribution_confidence
d6655a7c9157a039e656eac56270e3f1458364e2e773f3f1975499994b009de7,ENTIDAD FINANCIERA INTERNACIONAL,"MMG BANK INTERNATIONAL, INC.",,ACTIVA,250 AVE. MUÑOZ RIVERA SUITE 315 SAN JUAN PR 00918,787-274-9392,03/23/2022,IFE-070,,"JOSE MERHEB, CARLA MATOS CABRERA, ESQ",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
95234246141cdb2e8b03fea48f083fb90aafe6b43269f47696ab7927c3c04b7f,ENTIDAD FINANCIERA INTERNACIONAL,NEW WORLD BANK INTERNATIONAL CORPORATION,,ACTIVA PENDIENTE DE RENOVAR,450 AVE DE LA CONSTITUCION SUITE 200 SAN JUAN PR 00901,787-400-6789,08/15/2018,IFE-053,,"Jose L. Camacho, ROSANA SIBERIO",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
e82a807f7b1fee4a85f7f7d1cec77455d7334bbfc36e29e30d9db543fa9761cd,ENTIDAD FINANCIERA INTERNACIONAL,"NEXT BANK INTERNATIONAL, INC.",,PENDIENTE DE LIQUIDACION,"252 PONCE DE LEON AVE. 11TH FLOOR, SUITE 1100 SAN JUAN PR 00918",787-918-8101,06/20/2018,IFE-051,,"CARLA MENDEZ, JESUS M. RODRIGUEZ COTTO",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
67b2a093eace4291f5e2cfb3c41e22ad50ecbb2f38a26ea5baedf1eb87043588,ENTIDAD FINANCIERA INTERNACIONAL,"OLIBANK INTERNATIONAL, INC.",,ACTIVA,CITI TOWERS SUITE 902 252 PONCE DE LEON AVE. SAN JUAN PR 00918,800-615-1654,11/01/2021,IFE-067,,"ROMEO JUHASZ, Ariadna Santo Domingo, Jaime Rafael Ortiz",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
176d50e0b2a053ee673f4c10af2b61fd8561168b2f0007526b0e7dd094e9d8c7,ENTIDAD FINANCIERA INTERNACIONAL,"PR ASSET PORTFOLIO 2013-1 INTERNATIONAL, LLC",,PENDIENTE DE LIQUIDACION,15 MUÑOZ RIVERA AVE. SUITE 118 SAN JUAN PR 00901,561-273-6951,03/21/2013,IFE-01,,"JUAN CARLOS BATTLE, John Johnson",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
717b6d679e12ca237337fed707d52b6da3a88cf52b6223e0b793bb56c3294992,ENTIDAD FINANCIERA INTERNACIONAL,"PROPEL INTERNATIONAL BANK, INC.",,ACTIVA,450 AVENIDA DE LA CONSTITUCION SUITE 200 SAN JUAN PR 00901,,11/21/2025,IFE-076,,JOSE A. SOSA LLORENS,,NO,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
9e108944660db3cf462a097cfffac3521d47e761c9f9dbf79301c3dac7884815,ENTIDAD FINANCIERA INTERNACIONAL,"STANDARD INTERNATIONAL BANK, LLC",,PENDIENTE DE LIQUIDACION,250 MUÑOZ RIVERA AVE. AIP SUITE 330 SAN JUAN PR 00918,787-433-4585,09/18/2015,IFE-022,,"Maria Diaz, Norberto Pagan",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
82331a5aa601895ba005b4d71423e99df1d94668b8d3cfe8309beb81d9ac8a27,ENTIDAD FINANCIERA INTERNACIONAL,STERN INTERNATIONAL BANK LLC,,ACTIVA,METRO OFFICE PARK 3 3 CALLE 1 GUAYNABO PR 00968,787-234-2319,06/07/2017,IFE-044,,"Alexander Silver, ALBERTO COLON LOPEZ, TERESITA CASELLAS",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
f3a14950fce99bbb8a661a6295f14a73edc2bb656d02ed52f7d4c7a6a2a4b184,ENTIDAD FINANCIERA INTERNACIONAL,STRATEGIC BANK INTERNATIONAL CORP.,,PENDIENTE DE LIQUIDACION,"1225 Ponce de León Ave. VIG Tower, Suite 705 SAN JUAN PR 00907",(787) 628-2775,03/01/2017,IFE-038,,CARMEN G. SZENDREY,,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
7004d772185ef7dd49e154e7ac0d79d59857a72e38ba65df51f66e78d0fc54ae,ENTIDAD FINANCIERA INTERNACIONAL,THE MONEY HOUSE INTERNATIONAL,,ACTIVA,52 PASEO COVADONGA SAN JUAN PR 00901,787-993-0771,05/18/2015,IFE-018,,DAVID LEVIS-MARQUEZ,,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
d6d1e4377dd2c77b678083a20c86ef2bebd1322fb5173a7fbcc45e1b437c165b,ENTIDAD FINANCIERA INTERNACIONAL,TOLOMEO BANK INTERNATIONAL CORP.,,ACTIVA,270 MUNOZ RIVERA AVE SUITE 504 SAN JUAN PR 00918,787-999-8600,05/19/2017,IFE-043,,"MARIANNA RANALLI, Laura L. Abraham, SAMUEL CALDERO, ROGER DUERIG",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
421834a687fbdaab48112169c71f941cfcdfbb648bb9f8fae90641c40f1a7546,ENTIDAD FINANCIERA INTERNACIONAL,TRIVEBANK INTERNATIONAL CORP.,,ACTIVA PENDIENTE DE RENOVAR,"1473 WILSON ST., SUITE 404 CONDADO SAN JUAN PR 00907",787-942-0639,03/13/2020,IFE-064,,FRANCISCO JAVIER RIVERA,,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
4cdb104d317c3e37f2d2c5652a74e9af414f49e77061bd22666546e82b66aed1,ENTIDAD FINANCIERA INTERNACIONAL,"VAUBAN INTERNATIONAL BANK, CORPORATION",,ACTIVA,"Lot K-2 Marginal St., Suite 101 Oasis Gardens Development GUAYNABO PR 00969",787-230-1808,04/27/2018,IFE-048,,"WILLIAM VIDAL, JOSE C. SANCHEZ-CASTRO",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
5c77db07cdd196a73ce818df422bb60caab8ece285518b9827e534cac821ff3c,ENTIDAD FINANCIERA INTERNACIONAL,WTC INTERNATIONAL BANK CORPORATION,,ACTIVA,"270 Muñoz Rivera Ave., Suite 320 San Juan PR 00918",787-622-0060,07/19/2018,IFE-052,,"IVAN HOOPER, Sandra Collazo",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
430709aa2f24cbf402e4700d28a8a21d5b75dcf26c8e936d525754ba038c069c,ENTIDAD FINANCIERA INTERNACIONAL,"ZENUS BANK INTERNATIONAL, INC.",,ACTIVA PENDIENTE DE RENOVAR,"252 PONCE DE LEON, PISO 19 CITI TOWERS SAN JUAN PR 00918",787-910-6141,08/09/2019,IFE-061,,,,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+FINANCIERA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
66f2a258def1959b06c774365b91840eb264641e1075f1f08b398e9309b12a86,ENTIDAD BANCARIA INTERNACIONAL,"BANCARIBE INTERNATIONAL BANK, INC.",,ACTIVA,EDIF. BOLIVA 33 PISO 7 ST 8-A 33 CALLE BOLIVIA SAN JUAN PR 00917,787-523-1000,02/22/2010,EBI-62,,"ENGELBERT RODRIGUEZ, Carlos Fernandez",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+BANCARIA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
315f6b31de37915bf3151b9c462b68015b5373cd58f34eddb9a177c4f28e1e01,ENTIDAD BANCARIA INTERNACIONAL,Banco Popular De Puerto Rico-International Banking Center,,ACTIVA,209 MUÑOZ RIVERA HATO REY PR 00918,787-723-7210,12/22/1992,EBI-010,,"MAGDA REXACH, Johnny Fernandez, NICOLE M. LOUBRIEL VILA",,YES,1,https://concesionarios.ocif.pr.gov/es/License/Index?LicenseTypeFilter=ENTIDAD+BANCARIA+INTERNACIONAL&Page=1&PageSize=100,2026-08-26T15:58:34+00:00,,,,,,,,unknown
